Título|Ano de Publicação|Tipo de Acesso|Tipo de Documento|Assuntos|Idioma|Descrição|Link de Acesso
Expressão miocárdica tecidual de mRNA e o índice neutrófilos-linfócitos pré-operatório em crianças com cardiopatia congênita submetidas à correção cirúrgica|||TESE|CIRURGIA TORÁCICA|Português||https://doi.org/10.11606/T.5.2024.tde-14022025-124935
Cronologia e proveniência sedimentar dos depósitos fluviais do Rio Juruá: evolução da paisagem do Sudoeste da Amazônia|||TRABALHO DE EVENTO-RESUMO|SEDIMENTOLOGIA FLUVIAL|Português||https://51cbg.com.br/site/cbg2024/anais
Proposta de um instrumento de rastreio da carga de trabalho de enfermagem em unidade de terapia intensiva|||TESE|UNIDADES DE TERAPIA INTENSIVA|Português||https://doi.org/10.11606/D.7.2023.tde-14022025-151515
A problemática dos processos de concessão de serviços em unidades de conservação federais: o caso do Parque Nacional do Itatiaia (RJ)|||TESE|CONCESSÃO DE SERVIÇO PÚBLICO|Português||https://doi.org/10.11606/D.100.2022.tde-16012023-172244
Polarization-dependent plasmon-induced doping and strain effects in MoS2 monolayers on gold nanostructures|||ARTIGO DE PERIODICO|MATERIAIS NANOESTRUTURADOS|Inglês||https://doi.org/10.1021/acsnano.4c13867
Metropolização no brasil: uma aproximação sobre aspectos de suas interpretações|||TRABALHO DE EVENTO|URBANIZAÇÃO|Português||https://www.even3.com.br/anais/18-shcu-seminario-historia-cidade-urbanismo/961245-metropolizacao-no-brasil--uma-aproximacao-sobre-aspectos-de-suas-interpretacoes/
""Ìndice oclusal bilateral digital 3D"" para avaliação interarcos em pacientes com BCLP completa|||TRABALHO DE EVENTO-RESUMO|ARCADA DENTÁRIA|Português||
Estudo da relação entre características anatômicas do aneurisma de aorta abdominal infrarrenal por tomografia computadorizada e complicações após correção endovascular|||TESE|TOMOGRAFIA|Português||https://doi.org/10.11606/T.5.2024.tde-13022025-171230
Plano estratégico para implementação de cavernas de sal para armazenamento de CO2|||TESE|DIÓXIDO DE CARBONO|Português||https://www.teses.usp.br/teses/disponiveis/3/3135/tde-24022025-090427/pt-br.php
Pharyngeal bulb reduction program in individuals with cleft palate|||TRABALHO DE EVENTO-RESUMO|FARINGE|Inglês||
Desenvolvimento de um capacitor de ordem fracionária visando aplicações em microeletrônica|||TESE|MÉTODO DE MONTE CARLO|Português||https://www.teses.usp.br/teses/disponiveis/3/3140/tde-24022025-085001/pt-br.php
Insertion of a divergent GAF-like domain defines a novel samily of YcgR homologues that bind c-di-GMP in Leptospirales|||ARTIGO DE PERIODICO|PROTEÍNAS|Inglês||https://doi.org/10.1021/acsomega.4c09917
Registro colisional paleoproterozoico da Placa São Franciscana: análise sistemática de rutilo detrítico do Supergrupo Espinhaço|||TRABALHO DE EVENTO-RESUMO|EVOLUÇÃO TECTÔNICA|Português||https://51cbg.com.br/site/cbg2024/anais
The influence of morphology on the hematite wettability: Fundamentals of iron ore direct flotation|||TESE|MINERAIS|Inglês||https://www.teses.usp.br/teses/disponiveis/3/3134/tde-24022025-084102/pt-br.php
Sustained hypoxia reduces GABAergic modulation on NTS neurons sending projections to ventral medulla of rats (Retracted)|||ARTIGO DE PERIODICO|SISTEMA NERVOSO PARASSIMPÁTICO|Inglês||https://doi.org/10.1016/j.neuroscience.2020.12.028
Isolation, identification, and bioprospection of endophytic bacteria from medicinal plant Mikania glomerata (Spreng.) and the consortium of Pseudomonas as plant growth promoters|||ARTIGO DE PERIODICO|ESTIMULANTES DE CRESCIMENTO VEGETAL|Inglês||https://doi.org/10.1016/j.bcab.2025.103530
Leonardo Manso Vicentin, ao final do Curso de Pós-Graduação Stricto Sensu da nossa Faculdade de Direito da USP, apresentou a Dissertação de Mestrado sob o título ""Precedentes Judiciais: apontamentos sobre seus antecedentes históricos e Interpretação do art. 927 do CPC/2015"", que, agora sob os auspícios da Juruá Editora, foi adaptado para efeito de publicação em livro ... [Prefácio]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|PROCESSO CIVIL|Português||
Pressure field estimation of single-phase flows across a tube bundle using physics-informed neural networks|||ARTIGO DE PERIODICO|INFERÊNCIA NÃO PARAMÉTRICA|Inglês||https://doi.org/10.1063/5.0247810
Power quality assessment of PFC topologies applied to electric vehicle chargers connected to low-voltage grids|||TRABALHO DE EVENTO|ENGENHARIA ELÉTRICA|Inglês||http://dx.doi.org/10.1109/WCNPS65035.2024.10814491
Perception of the nursing team at a rehabilitation hospital for craniofacial anomalies regarding patient safety|||TRABALHO DE EVENTO-RESUMO|QUALIDADE DOS CUIDADOS DE SAÚDE|Inglês||
Análise via modelagem hidráulica do impacto do tipo de meio drenante adotado e da posição do nível freático na eficiência quantitativa de sistemas SbN-LID|||TESE|ENGENHARIA HIDRÁULICA|Português||https://www.teses.usp.br/teses/disponiveis/3/3147/tde-24022025-082902/pt-br.php
Perception of health professionals working in a tertiary hospital regarding the patient safety climate|||TRABALHO DE EVENTO-RESUMO|QUALIDADE DOS CUIDADOS DE SAÚDE|Inglês||
Camelódromo como símbolo: a popularização do centro de presidente Prudente/SP e São Carlos/SP|||TRABALHO DE EVENTO|COMÉRCIO|Português||https://www.even3.com.br/anais/18-shcu-seminario-historia-cidade-urbanismo/990626-camelodromo-como-simbolo--a-popularizacao-do-centro-de-presidente-prudentesp-e-sao-carlossp/
A computational model for climate events prediction using field measurement datasets|||TESE|METEOROLOGIA|Inglês||https://www.teses.usp.br/teses/disponiveis/3/3141/tde-24022025-081130/pt-br.php
Dos crimes em licitações e contratos administrativos|||MONOGRAFIA/LIVRO|RESPONSABILIDADE PENAL|Português||
Metodologia para desenvolvimento de competências em engenharia: uma abordagem baseada em modelos descritivo e preditivo|||TESE|ENGENHARIA|Português||https://www.teses.usp.br/teses/disponiveis/3/3143/tde-24022025-075334/pt-br.php
Da descentralização da política ambiental à localização dos objetivos de desenvolvimento sustentável: desafios para os municípios no Programa Município VerdeAzul (PMVA) na Baixada Santista|||TESE|GESTÃO AMBIENTAL|Português||https://doi.org/10.11606/T.100.2023.tde-13022024-133419
Análise espacial da cobertura arbórea em paisagem de assentamentos de reforma agrária em Araras (SP, Brasil)|||ARTIGO DE PERIODICO|ÁRVORES FLORESTAIS|Português||https://doi.org/10.5380/raega.v51i0.70197
Evaluation of grape pomace supplementation in lamb diets to mitigate haemonchus contortus infection|||ARTIGO DE PERIODICO|OVELHAS|Inglês||https://doi.org/10.3390/agriculture15030341
Highlighting the significant potential of Nb2O5 and a-C coatings to improve the wear and corrosion resistance of 316L stainless steel|||ARTIGO DE PERIODICO|MATERIAIS|Inglês||http://dx.doi.org/10.1007/s42247-025-01028-5
Incipient soils: New habitats in proglacial areas of the Maladeta massif (Central Pyrenees)|||ARTIGO DE PERIODICO|HABITAT|Inglês||https://doi.org/10.1016/j.scitotenv.2025.178740
Phylogenetic position and description of two new species of the land planarian genus Amaga (Platyhelminthes: Tricladida: Geoplaninae) and synonymization of Bogga|||ARTIGO DE PERIODICO|FILOGENIA|Inglês||http://dx.doi.org/10.1007/s13127-024-00664-9
A reprodutibilidade do Índice oclusal bilateral em modelos virtuais tridimensionais|||TRABALHO DE EVENTO-RESUMO|ARCADA DENTÁRIA|Português||
Dislocation networks facilitate element diffusion in deformed garnet|||ARTIGO DE PERIODICO|GRANADA (GEMOLOGIA)|Inglês||https://doi.org/10.1016/j.epsl.2025.119271
Emerging cationic nanovaccines|||ARTIGO DE PERIODICO|IMUNOTERAPIA|Inglês||https://dx.doi.org/10.3390/pharmaceutics16111362
Combatting pesticide pollution: using liquid scintillation spectrometry to assess 14C-labeled hexachlorobenzene removal by mangrove Bacillus spp.|||ARTIGO DE PERIODICO|POLUIÇÃO AMBIENTAL|Inglês||https://doi.org/10.1007/s10532-025-10113-9
O papel da universidade na produção de pesquisa é ressaltado na abertura da 3ª Jornada Discente de Pesquisa do Programa de Pós-Graduação [depoimento a Kaco Bovi]|||TEXTO NA WEB|PESQUISA JURÍDICA|Português||https://direito.usp.br/noticia/ea1a4ff06503-o-papel-da-universidade-na-producao-de-pesquisa-e-ressaltado-na-abertura-da-3-jornada-discente-de-pesquisa-do-programa-de-pos-graduacao
Impact of pH on ethanol electro-oxidation in seawater-like electrolytes: implications for ocean-based mitigation strategies|||ARTIGO DE PERIODICO|PLATINA|Inglês||https://doi.org/10.1007/s10008-025-06212-5
Himenópteros parasitóides associados a pupas de Methona themisto (Lepidoptera, Nymphalidae) em Florianópolis, Santa Catarina, Brasil|||ARTIGO DE PERIODICO|NYMPHALIDAE|Português||https://doi.org/10.1590/S0073-47212006000300014
Deletion of the transient receptor potential Melastatin 2 gene mitigates the 6-hydroxydopamine-induced parkinson’s disease–like pathology|||ARTIGO DE PERIODICO|RATOS|Inglês||https://dx.doi.org/10.1007/s12035-024-04611-9
Kimberlitic olivines deciphering mantle source heterogeneities at the Alto Paranaíba Igneous Province, Brazil|||TRABALHO DE EVENTO-RESUMO|OLIGOELEMENTOS|Inglês||https://51cbg.com.br/site/cbg2024/anais
Tradução e adaptação cultural da impact on family scale para o português brasileiro|||TRABALHO DE EVENTO-RESUMO|RELAÇÕES MÃE-CRIANÇA|Português||
O papel da quiescência tectônica pré-rifte em margens rifteadas conjugadas|||TRABALHO DE EVENTO-RESUMO|TECTÔNICA DE PLACAS|Português||https://51cbg.com.br/site/cbg2024/anais
O papel da velocidade e da estrutura térmica na construção de margens rifteadas conjugadas|||TRABALHO DE EVENTO-RESUMO|ESTRUTURA DA TERRA|Português||https://51cbg.com.br/site/cbg2024/anais
Eficiência e competitividade na pesquisa geocientífica: resultados do Programa Formação em Gestão Acadêmica (USP)|||TRABALHO DE EVENTO-RESUMO|PROJETOS DE PESQUISA|Português||https://51cbg.com.br/site/cbg2024/anais
Uso dos cordões litorâneos na reconstrução da Paleohidrologia do Rio Jequitinhonha|||TRABALHO DE EVENTO-RESUMO|PALEOHIDROLOGIA|Português||https://51cbg.com.br/site/cbg2024/anais
Presidencialismo y corrpción en América Latina: un cuento de premisas equivocadas y percepciones disruptivas|||PARTE DE MONOGRAFIA/LIVRO|CORRUPÇÃO|Espanhol||
No estudo histórico sobre trabalho infanto juvenil após a revolução industrial comparecem várias disciplinas nacionais convergentes e divergentes sobre vários itens, tais como escolaridade, trabalho noturno, nocivo, perigoso e idade mínima ... [prefácio]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|TRABALHO DE MENOR|Português||
Futuro do trabalho, ciclo-entregadores e erradicação das piores formas de trabalho infantil: breve estudo sobre (outra) categoria de trabalhadores infantis invisibilizados|||PARTE DE MONOGRAFIA/LIVRO|TRABALHO DE MENOR|Português||
Diálogo Acadêmico I: qualificação, depósito, defesa: tire suas dúvidas sobre os principais procedimentos da pós|||APRESENTACAO SONORA/CENICA/ENTREVISTA|PÓS-GRADUAÇÃO|Português||https://www.youtube.com/watch?v%3DcvjK1Nl8LIM
Memória jurisprudencial: Ministro Pedro Lessa|||MONOGRAFIA/LIVRO|IMPOSTOS|Português||
Memória jurisprudencial: Ministro Aliomar Baleeiro|||MONOGRAFIA/LIVRO|DIREITO ADMINISTRATIVO|Português||
Este livro de Aurélio Wander Bastos, Intitulado Teoria e Sociologia do Direito, agora na sua 5ª edição, consolida não apenas o conhecimento do autor e o lúcido aprendizado dos autores clássicos e contemporâneos sobre a teoria do direito e a sociologia do direito, ... [Prefácio]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|PODER JUDICIÁRIO|Português||
Ética de pesquisa e plataforma Brasil: procedimentos de aprovação de projetos e sua aplicação à pesquisa jurídica. Mesa Temática I|||APRESENTACAO SONORA/CENICA/ENTREVISTA|PESQUISA JURÍDICA|Português||https://www.youtube.com/watch?v%3DOveBOwwWk6w
Entrevista com o professor Cândido Rangel Dinamarco [entrevista]: trajetória Profissional|||APRESENTACAO SONORA/CENICA/ENTREVISTA|ENSINO JURÍDICO|Português||https://www.youtube.com/watch?v%3D0zSIrjLrHo0
Entrevista com o professor Cândido Rangel Dinamarco [entrevista]: a docência na Faculdade|||APRESENTACAO SONORA/CENICA/ENTREVISTA|ENSINO JURÍDICO|Português||https://www.youtube.com/watch?v%3DOdpX6XR5UDg
Entrevista com o professor Cândido Rangel Dinamarco [entrevista]: anos iniciais na Faculdade|||APRESENTACAO SONORA/CENICA/ENTREVISTA|ENSINO JURÍDICO|Português||https://www.youtube.com/watch?v%3DUXtM0zHgolo
Entrevista com o professor Kazuo Watanabe [entrevista]: mediação, o novo CPC e o futuro|||APRESENTACAO SONORA/CENICA/ENTREVISTA|ENSINO JURÍDICO|Português||https://www.youtube.com/watch?v%3DEWZh4IW1EIA
Entrevista com o professor Kazuo Watanabe [entrevista]: o juizado de pequenas causas e o CDC|||APRESENTACAO SONORA/CENICA/ENTREVISTA|ENSINO JURÍDICO|Português||https://www.youtube.com/watch?v%3DS4e1FEemVv4
Entrevista com o professor Kazuo Watanabe [entrevista]: trajetória familiar e profissão|||APRESENTACAO SONORA/CENICA/ENTREVISTA|ENSINO JURÍDICO|Português||https://www.youtube.com/watch?v%3DIwyztDySvxY
Tenho grande satisfação em apresentar o Volume III, da Série ""Regularização Imobiliáriade Áreas Protegidas"", desta feita em dois tomos, contendo legislação federal e estadual, trabalhos doutrinários, peças forenses e decisões jurisprudenciais, todos esses últimos voltados à temática da proteção ambiental e seus reflexos no direito de propriedade ... [Apresentação]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|DIREITO DE PROPRIEDADE|Português||
Latin America’s dengue outbreak poses a global health threat|||ARTIGO DE PERIODICO|MICROBIOLOGIA|Inglês||https://doi.org/10.3390/v17010057
Cana-de-açúcar pode ser grande aliada na transição enérgica brasileira [Depoimento a J. Perossi]|||ARTIGO DE JORNAL-DEP/ENTR|BIOCOMBUSTÍVEIS|Português||https://jornal.usp.br/radio-usp/cana-de-acucar-pode-ser-grande-aliada-na-transicao-energica-brasileira/
Genetics of Parkinson’s disease in Brazil: a systematic review of monogenic forms|||ARTIGO DE PERIODICO|GENÉTICA|Inglês||https://doi.org/10.1590/0004-282X-anp-2020-0409
First Detection of Alphacoronavirus in Bats from the World’s Largest Wetland, the Pantanal, Brazil|||ARTIGO DE PERIODICO|MICROBIOLOGIA|Inglês||https://doi.org/10.3390/pathogens14010058
Fenótipo atípico em uma menina com síndrome de Turner|||TRABALHO DE EVENTO-RESUMO|DELEÇÃO DE GENES|Português||
Tratamento integrado da peri-implantite e lesão endo-periodontal em área de fissura alveolar congênita|||TRABALHO DE EVENTO-RESUMO|FISSURA LÁBIOPALATINA|Português||
Caracterização da complexidade de redes complexas: um novo método de identificação de motifs|||TESE|COMPLEXIDADE|Português||https://doi.org/10.11606/T.76.2025.tde-20022025-084754
Bayesian inference for zero-modified power series regression models|||ARTIGO DE PERIODICO|FEMINICÍDIO|Inglês||https://doi.org/10.3390/math13010060
O papel do estudo prévio de impacto de vizinhança na desregulação urbanística|||TRABALHO DE EVENTO-RESUMO|PLANEJAMENTO TERRITORIAL URBANO|Português||https://www.iau.usp.br/wp-content/uploads/2022/05/cad-resumos-9-SEM-ACOMP-IAU-USP-finalfinale.pdf
Inteligência artificial e suas aplicações em ciência e educação: desafios e oportunidades|||TRABALHO DE EVENTO|CIÊNCIA (ENSINO;INVESTIGAÇÃO)|Português||https://eventos.galoa.com.br/sbpc-2024/calendar/activity/11800
Percepção dos profissionais de enfermagem na utilização de um instrumento de monitoramento no processo de hemoterapia em um hospital oncológico do estado de São Paulo|||TESE|SEGURANÇA DO PACIENTE|Português||https://doi.org/10.11606/D.5.2024.tde-13022025-162554
Proibições, censuras e impedimentos a culturas de matriz africana: uma breve discussão|||ARTIGO DE PERIODICO|OURO PRETO (MG)|Português||https://doi.org/10.34019/2359-4489.2024.v10.42330
Deep evolutionary diversification of semicircular canals in archosaurs|||ARTIGO DE PERIODICO|CANAIS SEMICIRCULARES|Inglês||https://doi.org/10.1016/j.cub.2021.03.086
Desafios da inteligência artificial|||TRABALHO DE EVENTO|APRENDIZADO COMPUTACIONAL|Português||https://eventos.galoa.com.br/sbpc-2024/calendar/activity/12295
Caracterização miofuncional orofacial em indivíduos com fissura labiopalatina operada|||TRABALHO DE EVENTO-RESUMO|FISSURA LÁBIOPALATINA|Português||
Fenton-Based Oxidation As a Pre-Treatment to Sugarcane Vinasse to Lower Inhibition to the Growth of Oleaginous Fungi|||TRABALHO DE EVENTO|VINHAÇA|Inglês||
A paisagem como alimento na cidade contemporânea: um estudo dos fundos de vale em Bauru-SP|||TRABALHO DE EVENTO-RESUMO|ARQUITETURA PAISAGÍSTICA|Português||https://www.iau.usp.br/wp-content/uploads/2022/05/cad-resumos-9-SEM-ACOMP-IAU-USP-finalfinale.pdf
Astrophysical insights into pseudo-Dirac neutrinos with icecube observations|||TRABALHO DE EVENTO-RESUMO|RAIOS CÓSMICOS|Inglês||https://indico.global/event/5682/book-of-abstracts.pdf
Clinical and biochemical features of hypopituitarism among brazilian children with Zika virus–induced microcephaly|||ARTIGO DE PERIODICO|INFECÇÕES POR VÍRUS DE RNA|Inglês||https://doi.org/10.1001/jamanetworkopen.2021.9878
Avanços e recuoso: a instabilidade do planejamento metropolitano no estado de São Paulo|||TRABALHO DE EVENTO-RESUMO|TRANSPORTE PÚBLICO|Português||https://www.iau.usp.br/wp-content/uploads/2022/05/cad-resumos-9-SEM-ACOMP-IAU-USP-finalfinale.pdf
Decrease from main root canal and intratubular Fusobacterium nucleatum and its endotoxin after ultrasonic activation of conventional and alternative irrigation solutions|||ARTIGO DE PERIODICO|ULTRASSOM|Inglês||https://doi.org/10.1080/08927014.2024.2426765
Queixas respiratórias relacionadas ao sono em adultos com fissura labiopalatina operada: efeito da idade|||TRABALHO DE EVENTO-RESUMO|APNEIA|Português||
A new quantile regression model for bounded responses with applications|||ARTIGO DE PERIODICO|POBREZA|Inglês||https://doi.org/10.1007/s00180-024-01586-y
Monitoring temporal dynamics of issues in crowdsourced user reviews and their impact on mobile App updates|||TRABALHO DE EVENTO|APLICATIVOS MÓVEIS|Inglês||https://doi.org/10.1109/ICSME58944.2024.00064
(In)visibilidades urbanas: o cotidiano da cidade e a música de Belchior|||TESE|CIDADES|Português||https://doi.org/10.11606/D.31.2024.tde-19022025-141954
As influências das redes sociais digitais nas práticas alimentares parentais|||TESE|SAÚDE DA CRIANÇA|Português||https://doi.org/10.11606/D.5.2024.tde-13022025-152256
Protocolo de tratamento para sequência de Pierre Robin|||TRABALHO DE EVENTO-RESUMO|TRATAMENTO ORTODÔNTICO|Português||
Influence of different growth conditions on the composition and acidogenicity of saliva-derived microcosm biofilm and their effects on enamel demineralization|||ARTIGO DE PERIODICO|SALIVA|Inglês||https://doi.org/10.1080/08927014.2024.2410781
Constrained optimization of s-CO2 compression train system through 1D approach under a new gas-like behavior constraint|||ARTIGO DE PERIODICO|SEQUESTRO DE CARBONO|Inglês||https://doi.org/10.1016/j.supflu.2023.105956
Pixação em São Paulo: conflitos, urbanidade e cidade em disputa|||TESE|PERIFERIA|Português||https://doi.org/10.11606/D.31.2024.tde-19022025-144327
Clinical assessment of the use of topical liquid diclofenac following laser microporation of cutaneous neurofibromas in individuals with neurofibromatosis type 1|||ARTIGO DE PERIODICO|TUMORES DA BAINHA NEURAL|Inglês||https://doi.org/10.1016/j.heliyon.2021.e06518
MoviMente: atividade física e qualidade de vida para pessoas com Alzheimer|||ARTIGO DE PERIODICO|PROMOÇÃO DA SAÚDE|Português||https://doi.org/10.55905/cuadv16n9-067
Tomografia computadorizada de feixe cônico como auxiliar no diagnóstico de lesão periapical inflamatória crônica em dentes com anomalia dentária em indivíduo afetado pelo espectro óculo-auriculo-vertebral: relato de caso clínico|||TRABALHO DE EVENTO-RESUMO|TOMOGRAFIA COMPUTADORIZADA DE EMISSÃO|Português||
Herbage production and grazing losses in Panicum maximum cv. Mombaça under four grazing managements|||ARTIGO DE PERIODICO|PASTEJO|Inglês||https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/596086/1/Herbage-production-and-grazing-losses-in-Panicum-maximum.pdf
De subprodutos da indústria sucroalcooleira a biodiesel: utilização de vinhaça e melaço como meio de cultivo para fungos filamentosos e conversão a ésteres etílicos|||TRABALHO DE EVENTO-RESUMO|MELAÇO|Português||
Assistência de enfermagem ao paciente no final de vida|||PARTE DE MONOGRAFIA/LIVRO|CUIDADOS CRÍTICOS|Português||
Câncer de mama em mulheres vivendo com HIV: perfil sociodemográfico, aspectos clínicos, desfechos e sobrevida|||TESE|SOBREVIDA|Português||https://doi.org/10.11606/D.5.2024.tde-13022025-101859
Salivary gland secretory carcinoma: a case presentation in minor salivary gland with review|||ARTIGO DE PERIODICO|NEOPLASIAS DAS GLÂNDULAS SALIVARES|Inglês||https://doi.org/10.1016/j.jormas.2024.102096
Achados odontológicos em indivíduo afetado pela síndrome de Kabuki: relato de caso|||TRABALHO DE EVENTO-RESUMO|MANIFESTAÇÕES BUCAIS|Português||
High-dimensional CFD optimization of a low-flow coefficient S–CO2 centrifugal compressor for enhanced oil recovery systems|||ARTIGO DE PERIODICO|SEQUESTRO DE CARBONO|Inglês||https://doi.org/10.1016/j.geoen.2023.211851
Assistência de enfermagem ao paciente em morte encefálica e família|||PARTE DE MONOGRAFIA/LIVRO|TRANSPLANTE DE ÓRGÃOS|Português||
O uso da apresentação de seminários como ferramenta complementar de ensino para a disciplina Embriologia no curso de Biologia|||TRABALHO DE EVENTO|CIÊNCIA|Português||https://394e54e3-e8eb-4824-b77c-e40e68e8454a.filesusr.com/ugd/06a850_2083fdcced2b4e00820b874936a61a29.pdf
Extending combinatorial regulatory network modeling to include activity control and decay modulation|||ARTIGO DE PERIODICO|BIOMATEMÁTICA|Inglês||https://doi.org/10.1137/21M1456832
Novel quaternary structures of the human prion protein globular domain|||ARTIGO DE PERIODICO|AMILOIDOSE|Inglês||https://doi.org/10.1016/j.biochi.2021.09.005
Assistência de enfermagem ao paciente crítico crônico|||PARTE DE MONOGRAFIA/LIVRO|DOENÇA CRÔNICA|Português||
Assistência de enfermagem ao paciente crítico com sepse ou choque séptico|||MONOGRAFIA/LIVRO|CUIDADOS CRÍTICOS|Português||
Rise and decline of the land planarian genus Geoplana (Platyhelminthes: Tricladida)|||ARTIGO DE PERIODICO|NOMENCLATURA CIENTÍFICA|Inglês||http//dx.doi.org/10.1590/S1984-4689.v41.e23076
Assistência de enfermagem ao paciente crítico com desequilíbrio hidreletrolítico e ácido-básico|||PARTE DE MONOGRAFIA/LIVRO|CUIDADOS CRÍTICOS|Português||
Concepção de um catálogo de métodos HCD para o ensino de programação introdutória|||ARTIGO DE PERIODICO|METODOLOGIA E TÉCNICAS DE PROGRAMAÇÃO|Português||https://doi.org/10.22456/1679-1916.145040
Crowdsourcing em desenvolvimento de software: uma perspectiva de especialistas líderes de TI|||TESE|ENGENHARIA DE SOFTWARE|Português||https://doi.org/10.11606/D.100.2023.tde-19012024-132815
Neuron-associated macrophage proliferation in the sensory ganglia is associated with peripheral nerve injury-induced neuropathic pain involving CX3CR1 signaling|||ARTIGO DE PERIODICO|NERVOS PERIFÉRICOS|Inglês||https://doi.org/10.7554/eLife.78515
Assistência de enfermagem ao paciente crítico com injúria renal aguda e necessidade de terapia de suporte renal|||MONOGRAFIA/LIVRO|INSUFICIÊNCIA RENAL AGUDA|Português||
Chemometrics and analytical blank on the at-line monitoring of Zika-VLP production using near-infrared spectroscopy|||ARTIGO DE PERIODICO|ESPECTROSCOPIA|Inglês||https://doi.org/10.1016/j.saa.2024.125217
Aristotle on perception and perception-like appearance: De Anima 3.3, 428b10–29a9|||ARTIGO DE PERIODICO|FILOSOFIA ANTIGA|Inglês||https://biblio.fflch.usp.br/Keeling_E_3236054_AristotleOnPerception%20AndPerception-LikeAppearance.pdf
Avaliação da pressão intracraniana por método não invasivo em indivíduos com craniossinostose|||TESE|OFTALMOSCOPIA|Português||https://doi.org/10.11606/T.5.2024.tde-12022025-170008
Coulometric titration experimental practice for undergraduate laboratories: a 1960s twist to a modern coulometer|||ARTIGO DE PERIODICO|ESPECTROS|Inglês||https://dx.doi.org/10.1021/acs.jchemed.4c01154
O retorno do Sweating System e os imigrantes bolivianos em São Paulo|||ARTIGO DE PERIODICO|TRABALHO ESCRAVO|Português||http://dx.doi.org/10.54033/cadpedv21n13-317
Identificação de conhecimento e práticas na avaliação de acessibilidade digital no mercado de software brasileiro|||TESE|APLICATIVOS MÓVEIS|Português||https://doi.org/10.11606/D.100.2024.tde-26082024-092346
Assistência de enfermagem ao paciente crítico com disfunção cardíaca|||PARTE DE MONOGRAFIA/LIVRO|DOENÇAS DAS VALVAS CARDÍACAS|Português||
Variabilidade espacial de proveniência sedimentar e de taxas de erosão dos depósitos modernos na Cordilheira dos Andes Orientais e sua relação com os controles naturais|||TRABALHO DE EVENTO-RESUMO|DEPOSIÇÃO DE SEDIMENTOS|Português||https://51cbg.com.br/site/cbg2024/anais
Socialization, recognition, and foreign policy|||PARTE DE MONOGRAFIA/LIVRO|RELAÇÕES INTERNACIONAIS|Inglês||
Proveniência sedimentar a partir de sinais obtidos em protocolos de datação por luminescência opticamente estimulada|||TRABALHO DE EVENTO-RESUMO|PAISAGEM|Português||https://51cbg.com.br/site/cbg2024/anais
Segurança do paciente na prevenção de eventos adversos e infecções relacionadas à assistência à saúde|||PARTE DE MONOGRAFIA/LIVRO|ASSISTÊNCIA À SAÚDE|Português||
Avaliação da autorregulação cerebral em pacientes com hipertensão arterial sistêmica em tratamento medicamentoso|||TESE|ULTRASSONOGRAFIA|Português||https://doi.org/10.11606/T.5.2024.tde-12022025-162401
Taxas de erosão e de fluxos de sedimentos na Amazônia frente às mudanças hidroclimáticas do Quaternário tardio: integrando dados de nuclídeos cosmogênicos e luminescência opticamente estimulada|||TRABALHO DE EVENTO-RESUMO|PAISAGEM|Português||https://51cbg.com.br/site/cbg2024/anais
Apresentação|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|ENFERMAGEM|Português||
Julgamento perceptivo-auditivo da oclusiva glotal|||TRABALHO DE EVENTO-RESUMO|FISSURA LÁBIOPALATINA|Português||
Laser-induced graphene electrodes for wearable sweat sensors|||TRABALHO DE EVENTO-RESUMO|SENSORES BIOMÉDICOS|Inglês||https://transferencia.irta.cat/wp-content/uploads/2024/09/BOOK-OF-ABSTRACTS.pdf
Ball point game: playing or learning agile project management?|||ARTIGO DE PERIODICO|ENGENHARIA DE SOFTWARE|Inglês||https://doi.org/10.1109/ACCESS.2024.3521237
Macrocefalia, fissura de palato, alopecia, perda auditiva sensorineural e déficit intelectual: síndrome nova ou manifestação atípica de síndrome conhecida?|||TRABALHO DE EVENTO-RESUMO|DESENVOLVIMENTO INTELECTUAL|Português||
Contextualized high-speed running and sprinting during English Premier League match-play with reference to possession, positional demands and opponent ranking|||ARTIGO DE PERIODICO|REALIDADE AUMENTADA|Inglês||https://doi.org/10.5114/biolsport.2025.147011
Taxas de paleoerosão e sedimentação na Amazônia Oriental: influências do tectonismo andino e clina no Ceznozóico tardio|||TRABALHO DE EVENTO-RESUMO|MUDANÇA CLIMÁTICA|Português||https://51cbg.com.br/site/cbg2024/anais
Influência da fugacidade de oxigênio nas trajetórias de evolução de magmas alcalinos: contribuições da petrologia experimental|||TRABALHO DE EVENTO-RESUMO|OXIGÊNIO|Português||https://51cbg.com.br/site/cbg2024/anais
Estimating the potential of SWGO to measure the composition-dependent behaviour of the CR anisotropy|||TRABALHO DE EVENTO-ANAIS PERIODICO|OBSERVATÓRIOS|Inglês||https://doi.org/10.22323/1.444.0486
Distração osteogênica do terço médio facial em paciente com síndrome de Apert: relato de caso|||TRABALHO DE EVENTO-RESUMO|CIRURGIA ORTOGNÁTICA|Português||
